latitude,longitude,station_name,temp
24.055,123.76666666666667,波照間,32.6
24.265,123.87166666666667,大原,31.5
24.288333333333334,153.98333333333332,南鳥島,31.6
24.336666666666666,124.16333333333333,石垣島,32.3
24.395,124.245,盛山,32.7
24.426666666666666,123.765,西表島,30.9
24.466666666666665,122.97833333333334,所野,31.3
24.466666666666665,123.01,与那国島,31.4
24.506666666666668,124.28,伊原間,32.3
24.653333333333332,124.675,仲筋,31.7
24.781666666666666,125.295,鏡原,31.5
24.793333333333333,125.27833333333334,宮古島,31.8
24.826666666666668,125.14333333333333,下地島,31.8
25.828333333333333,131.22833333333332,南大東,31.9
25.846666666666668,131.26333333333332,旧東,31.4
25.943333333333335,131.32666666666665,北大東,31.4
26.153333333333332,127.765,糸数,30.7
26.19333333333333,127.63833333333334,安次嶺,31.7
26.206666666666667,127.68666666666667,那覇,31.5
26.21,127.36333333333333,渡嘉敷,29.8
26.336666666666666,126.80333333333333,久米島,32.5
26.363333333333333,126.71333333333334,北原,31.8
26.363333333333333,127.97166666666666,宮城島,30.5
26.593333333333334,127.965,名護,31.6
26.835,128.27166666666668,奥,30.1
26.948333333333334,127.94,伊是名,31.8
27.043333333333333,128.40166666666667,与論島,32.6
27.091666666666665,142.19,父島,28.2
27.431666666666665,128.705,沖永良部,32.8
27.676666666666666,128.97333333333333,伊仙,31.4
27.835,128.88,天城,31.9
28.143333333333334,129.315,古仁屋,31.0
28.32,129.92666666666668,喜界島,32.1
28.385,129.49333333333334,名瀬,32.1
28.43,129.71166666666667,笠利,33.4
29.84,129.86666666666667,中之島,26.9
30.235,130.555,尾之間,27.5
30.385,130.65833333333333,屋久島,28.4
30.406666666666666,130.90166666666667,上中,27.3
30.605,130.99166666666667,中種子,27.3
30.72,130.98166666666665,種子島,27.4
31.198333333333334,130.84333333333333,田代,28.2
31.25,130.63666666666666,指宿,28.6
31.27166666666667,130.29166666666666,枕崎,27.7
31.276666666666667,131.055,内之浦,29.3
31.34,130.93833333333333,肝付前田,29.8
31.386666666666667,130.54,喜入,28.8
31.391666666666666,130.86333333333334,鹿屋,30.5
31.415,130.325,加世田,28.7
31.465,131.22,串間,30.8
31.47833333333333,131.095,志布志,29.8
31.555,130.54666666666665,鹿児島,28.8
31.578333333333333,131.40666666666667,油津,29.5
31.588333333333335,130.855,輝北,27.1
31.596666666666668,131.40833333333333,油津,29.5
31.661666666666665,130.84333333333333,牧之原,26.9
31.668333333333333,130.32833333333335,東市来,29.3
31.73,131.08166666666668,都城,30.6
31.803333333333335,130.71833333333333,溝辺,28.6
31.833333333333332,130.315,川内,30.0
31.835,129.86666666666667,中甑,29.8
31.843333333333334,131.30833333333334,田野,28.7
31.876666666666665,131.44833333333332,赤江,28.9
31.916666666666668,130.455,さつま柏原,30.3
31.938333333333333,131.41333333333333,宮崎,29.7
32.0,130.95333333333335,小林,27.5
32.026666666666664,130.2,阿久根,30.6
32.04666666666667,130.62666666666667,大口,28.9
32.04666666666667,130.81,加久藤,28.4
32.06333333333333,131.41333333333333,西都,29.9
32.123333333333335,131.475,高鍋,28.6
32.196666666666665,130.02666666666667,牛深,31.0
32.205,130.40666666666667,水俣,31.5
32.21666666666667,130.755,人吉,30.2
32.225,130.905,上,30.1
32.24,131.15166666666667,西米良,26.8
32.385,131.33166666666668,神門,27.9
32.40833333333333,131.6,日向,29.8
32.468333333333334,130.18,本渡,30.9
32.473333333333336,130.60666666666665,八代,30.9
32.515,130.44666666666666,松島,31.4
32.57833333333333,131.63333333333333,延岡,30.6
32.58166666666666,129.77666666666667,脇岬,30.9
32.58166666666666,131.65666666666667,延岡,30.6
32.611666666666665,130.19333333333333,口之津,32.5
32.611666666666665,130.47833333333332,三角,31.2
32.64333333333333,131.15666666666667,鞍岡,26.4
32.665,128.83166666666668,上大津,28.6
32.67166666666667,130.81666666666666,甲佐,31.4
32.693333333333335,128.82666666666665,福江,29.7
32.711666666666666,131.29,高千穂,27.0
32.711666666666666,131.82,古江,30.0
32.721666666666664,133.01,清水,29.3
32.733333333333334,129.86666666666667,長崎,31.1
32.736666666666665,130.25,雲仙岳,26.7
32.736666666666665,130.26166666666666,雲仙岳,26.7
32.76,130.36166666666668,島原,32.8
32.795,131.92333333333335,蒲江,29.5
32.81333333333333,130.70666666666668,熊本,33.0
32.821666666666665,130.715,熊本,33.0
32.821666666666665,131.125,高森,26.6
32.83166666666666,131.01333333333332,南阿蘇,28.2
32.836666666666666,130.855,益城,32.1
32.845,131.675,宇目,28.1
32.915,130.51166666666666,岱明,32.8
32.916666666666664,129.91333333333333,大村,32.2
32.92,132.695,宿毛,30.3
32.945,130.78166666666667,菊池,31.8
32.946666666666665,131.04,阿蘇乙姫,29.2
32.95,131.90166666666667,佐伯,30.3
32.96333333333333,132.57,御荘,30.8
32.973333333333336,131.39833333333334,竹田,29.3
32.98166666666667,129.11833333333334,有川,30.4
32.99,132.92,中村,30.0
33.00666666666667,130.46666666666667,大牟田,32.6
33.013333333333335,129.65166666666667,西海,32.6
33.065,131.63166666666666,犬飼,30.8
33.07833333333333,133.10166666666666,佐賀,28.5
33.10333333333333,131.06666666666666,南小国,29.8
33.10333333333333,139.78333333333333,八丈島,29.3
33.115,130.69166666666666,鹿北,31.3
33.115,139.785,八重見ヶ原,29.5
33.11666666666667,129.995,嬉野,33.0
33.12166666666667,139.77833333333334,八丈島,29.3
33.14833333333333,130.30166666666668,川副,31.5
33.15833333333333,129.72666666666666,佐世保,32.3
33.17,132.79166666666666,江川崎,31.3
33.18333333333333,130.14833333333334,白石,32.0
